Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Nigeria,NGA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,20.1607829,18.17313173,22.31511719,25.73330658,27.38253705,28.22050552,31.40753404,30.77556872,32.5844117,29.64823591
Nigeria,NGA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.863665123,9.543670064,11.11891808,10.22848509,10.3847792,7.849142047,10.13103369,11.31133494,12.62186923,14.45007023
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.939,52.189,52.397,52.669,53.009,53.072,53.455,54.079,54.462,..
Nigeria,NGA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,19.25169637,17.0107868,20.15751444,24.55403419,24.82268879,16.51415593,22.40096761,25.85360724,28.75114865,49.97877524
Nigeria,NGA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.417636538,0.432947785,0.430671219,0.506944517,0.459170524,0.632022913,1.012701927,0.650166692,0.807331106,..
Nigeria,NGA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,79.1045,78.9701,72.368,84.284,88.1169,95.4357,89.2916,99.5852,98.4773,..
Nigeria,NGA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,126.4,124.8,122.8,120.2,117.5,114.4,111.3,108.1,104.9,..
Nigeria,NGA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,88.8,100.3,114.9,105.4,78.8,121,147.2,127.7,..
Nigeria,NGA,Net migration,SM.POP.NETM,-116162,75265,78685,-76565,-99722,-14497,-86115,-51680,-57936,-35202
Nigeria,NGA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,2431540039,2498189941,3356350098,3303270020,3275409912,3375860107,3527699951,4443259766,..,..
Nigeria,NGA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,20626046924,19697938004,22037016832,24311022416,23809281401,17207547306,19483402059,20127614151,19549549365,21292957333
Nigeria,NGA,Population density (people per sq. km of land area),EN.POP.DNST,209.3523919,214.5917191,219.8739298,225.0170241,230.0093778,234.9618246,239.9390472,245.0134458,..,..
Nigeria,NGA,Population growth (annual %),SP.POP.GROW,2.536173486,2.471832391,2.431709369,2.31217263,2.194401923,2.130297143,2.096186852,2.092816871,2.098389169,2.082977762
Nigeria,NGA,"Population, total",SP.POP.TOTL,190671878,195443700,200254579,204938755,209485641,213996181,218529286,223150896,227882945,232679478
Nigeria,NGA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,35.8,..,..,34.2,..,..,..,..,..,..
Nigeria,NGA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,40.1,..,..,..,..,..,..
Nigeria,NGA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,19.5,31.5,..,21.8,..,18.4,24.4,..,..,..
Nigeria,NGA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"School enrollment, primary (% gross)",SE.PRM.ENRR,83.74982706,81.91616821,76.46309922,84.67606354,83.25739133,87.37210083,86.72342682,..,..,..
Nigeria,NGA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,0.930320024,..,0.969380021,..,..,..,..,..,..
Nigeria,NGA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,45.60858154,40.91020966,..,42.1684494,..,45.8899498,47.23722839,..,..,..
Nigeria,NGA,Surface area (sq. km),AG.SRF.TOTL.K2,923770,923770,923770,923770,923770,923770,923770,923770,..,..
Nigeria,NGA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6
Nigeria,NGA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,4.784783315,12.8052871,7.401720809,8.459320065,9.240120376,13.27133385,15.27471716,11.27758172,14.67478147,..
Nigeria,NGA,Urban population growth (annual %),SP.URB.GROW,4.341748348,4.222790935,4.134364003,3.964473973,3.796390324,3.683934182,3.601410454,3.551433014,3.512089398,3.449716856
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,
Last Updated: 07/01/2025,,,,,,,,,,,,,
